company,country,director,genre,name,rating,star,writer,released,budget,gross,runtime,score,votes,year
Lionsgate,USA,Fisher Stevens,Comedy,Stand Up Guys,R,Al Pacino,Noah Haidle,01/02/2013,15000000,3301046,100,6.5,47799,2012
Eclectic Pictures,USA,Gabriele Muccino,Comedy,Playing for Keeps,PG-13,Gerard Butler,Robbie Fox,07/12/2012,35000000,13101142,105,5.7,25725,2012
M3 Alliance,USA,Don Coscarelli,Comedy,John Dies at the End,R,Chase Williamson,Don Coscarelli,25/01/2013,0,141307,99,6.4,32210,2012
Fox 2000 Pictures,USA,Michael Apted,Biography,Chasing Mavericks,PG,Jonny Weston,Kario Salem,26/10/2012,20000000,6002756,100,7.2,27057,2012
Cre Film,USA,Sean Baker,Drama,Starlet,NOT RATED,Dree Hemingway,Sean Baker,09/05/2013,0,87910,103,6.8,5294,2012
Dog Run Pictures,USA,Jake Schreier,Comedy,Robot & Frank,PG-13,Peter Sarsgaard,Christopher Ford,19/09/2012,2500000,3325638,89,7.1,55671,2012
Universal Pictures,USA,Ken Kwapis,Biography,Big Miracle,PG,Drew Barrymore,Jack Amiel,03/02/2012,40000000,20113965,107,6.5,16132,2012
Bellwether Pictures,USA,Joss Whedon,Comedy,Much Ado About Nothing,PG-13,Alexis Denisof,Joss Whedon,19/07/2013,0,4327763,109,7.2,14679,2012
Focus Features,USA,Gus Van Sant,Drama,Promised Land,R,Matt Damon,John Krasinski,04/01/2013,15000000,7597898,100,6.6,32248,2012
Milk & Media,USA,Ryûhei Kitamura,Horror,No One Lives,R,Luke Evans,David Cohen,10/05/2013,2900000,72140,86,6,14844,2012
Paramount Pictures,USA,Josh Schwartz,Adventure,Fun Size,PG-13,Victoria Justice,Max Werner,26/10/2012,14000000,9402410,86,5.4,12027,2012
Mandarin Films,France,François Ozon,Comedy,En la casa,R,Fabrice Luchini,Juan Mayorga,12/12/2013,0,354244,105,7.4,24809,2012
Paramount Pictures,USA,Henry Joost,Horror,Paranormal Activity 4,R,Stephen Dunham,Christopher Landon,19/10/2012,5000000,53921300,88,4.6,54344,2012
Columbia Pictures,UK,Peter Lord,Animation,The Pirates! Band of Misfits,PG,Hugh Grant,Gideon Defoe,27/04/2012,55000000,31051126,88,6.7,38842,2012
Columbia Pictures,USA,David Frankel,Comedy,Hope Springs,PG-13,Meryl Streep,Vanessa Taylor,08/08/2012,30000000,63536011,100,6.3,36501,2012
Prototype,USA,William Brent Bell,Horror,The Devil Inside,R,Fernanda Andrade,William Brent Bell,06/01/2012,750000,53261944,83,4.2,31857,2012
Automatik Entertainment,USA,Barry Levinson,Horror,The Bay,R,Will Rogers,Michael Wallach,12/07/2013,0,30474,84,5.6,21608,2012
Red Crown Productions,USA,Scott McGehee,Drama,What Maisie Knew,R,Julianne Moore,Nancy Doyne,03/05/2013,6000000,1065000,93,7.5,23509,2012
Twentieth Century Fox Film Corporation,USA,Andy Fickman,Comedy,Parental Guidance,PG,Billy Crystal,Lisa Addario,25/12/2012,25000000,77267296,105,6.1,22401,2012
AdScott Pictures,USA,Jamie Travis,Comedy,"For a Good Time, Call...",R,Ari Graynor,Lauren Miller,02/11/2012,850000,1243961,88,6,14242,2012
Redwave Films,UK,Declan Donnellan,Drama,Bel Ami,R,Robert Pattinson,Guy de Maupassant,12/10/2012,0,119919,102,5.4,16219,2012
Headline Pictures,UK,Dustin Hoffman,Comedy,Quartet,PG-13,Maggie Smith,Ronald Harwood,01/03/2013,11000000,18390117,94,6.8,16807,2012
Paramount Pictures,USA,Anne Fletcher,Comedy,The Guilt Trip,PG-13,Barbra Streisand,Dan Fogelman,19/12/2012,40000000,37134215,95,5.8,32039,2012
Foresight Unlimited,USA,John Hyams,Action,Universal Soldier: Day of Reckoning,R,Jean-Claude Van Damme,John Hyams,25/10/2012,11500000,5460,114,5,17118,2012
DreamWorks,USA,Brian Robbins,Comedy,A Thousand Words,PG-13,Eddie Murphy,Steve Koren,09/03/2012,40000000,18438149,91,5.9,33384,2012
Magnolia Pictures,USA,Rob Reiner,Comedy,The Magic of Belle Isle,PG,Morgan Freeman,Guy Thomas,06/07/2012,0,100910,109,7,14538,2012
NALA Films,USA,Matt Piedmont,Comedy,Casa de mi Padre,R,Will Ferrell,Andrew Steele,11/05/2012,6000000,5895238,100,5.5,18126,2012
Alcon Entertainment,USA,Todd Graff,Comedy,Joyful Noise,PG-13,Queen Latifah,Todd Graff,13/01/2012,25000000,30920167,100,5.7,7044,2012
Lucky Monkey Pictures,USA,Amy Heckerling,Comedy,Vamps,PG-13,Alicia Silverstone,Amy Heckerling,02/11/2012,16000000,2964,92,5.1,8112,2012
Zentropa Productions,Denmark,Susanne Bier,Comedy,Todo lo que necesitas es amor,R,Pierce Brosnan,Anders Thomas Jensen,19/10/2012,0,1631306,116,6.6,11049,2012
Vertigo Films,UK,Nick Love,Action,The Sweeney,R,Ray Winstone,Nick Love,01/03/2013,0,26345,112,6.1,17275,2012
Super Crispy Entertainment,USA,James Ponsoldt,Drama,Smashed,R,Mary Elizabeth Winstead,Susan Burke,14/12/2012,500000,375981,81,6.8,14537,2012
Warner Bros.,USA,Todd Lincoln,Horror,The Apparition,PG-13,Ashley Greene,Todd Lincoln,24/08/2012,17000000,4930798,83,4.1,17172,2012
Emmett/Furla/Oasis Films (EFO Films),USA,Stephen Frears,Comedy,Lay the Favorite,R,Rebecca Hall,D.V. DeVincentis,22/06/2012,26350000,20998,94,4.8,9388,2012
Fidélité Films,France,Gilles Bourdos,Biography,Renoir,R,Michel Bouquet,Jacques Renoir,02/01/2013,0,2291047,111,6.6,4240,2012
StudioCanal,UK,Ben Wheatley,Adventure,Sightseers,NOT RATED,Alice Lowe,Alice Lowe,10/05/2013,0,35722,88,6.5,22742,2012
Entertainment One,UK,Ken Loach,Comedy,The Angels' Share,NOT RATED,Paul Brannigan,Paul Laverty,01/06/2012,0,304357,101,7,19767,2012
Boundscript,India,Sujoy Ghosh,Drama,Kahaani,NOT RATED,Vidya Balan,Sujoy Ghosh,09/03/2012,0,1035953,122,8.2,45452,2012
Paragraph Pictures,Canada,Joan Carr-Wiggin,Comedy,If I Were You,R,Marcia Gay Harden,Joan Carr-Wiggin,10/01/2012,0,9222,115,7,1410,2012
Rohfilm,Germany,Cate Shortland,Drama,Lore,NOT RATED,Saskia Rosendahl,Cate Shortland,20/09/2012,0,968879,109,7.1,12257,2012
BBC Films,UK,James Marsh,Drama,Shadow Dancer,R,Clive Owen,Tom Bradby,24/08/2012,0,99134,101,6.2,10685,2012
Zentropa International Norway,Norway,Petter Næss,Action,Into the White,R,Florian Lukas,Ole Meldgaard,12/04/2013,0,547,104,7.2,16609,2012
"Tyler Perry Company, The",USA,Tyler Perry,Comedy,Madea's Witness Protection,PG-13,Tyler Perry,Tyler Perry,29/06/2012,20000000,65653242,100,4.9,7957,2012
Adventure Pictures,UK,Sally Potter,Drama,Ginger & Rosa,PG-13,Elle Fanning,Sally Potter,21/06/2013,0,1005700,90,6.3,8755,2012
Cine Mosaic,USA,Mira Nair,Drama,The Reluctant Fundamentalist,R,Riz Ahmed,Javed Akhtar,03/05/2013,0,519535,130,6.9,11537,2012
Razor Film Produktion GmbH,Saudi Arabia,Haifaa Al-Mansour,Comedy,La bicicleta verde,PG,Waad Mohammed,Haifaa Al-Mansour,25/04/2014,0,1347578,98,7.6,14903,2012
Filmax,Spain,Paco Plaza,Horror,[REC] 3: Genesis,R,Leticia Dolera,Luiso Berdejo,13/04/2012,6400000,8973,80,5,28103,2012
Black Bear Pictures,USA,Ramin Bahrani,Drama,At Any Price,R,Dennis Quaid,Ramin Bahrani,01/05/2013,0,379791,105,5.7,6237,2012
Aamir Khan Productions,India,Reema Kagti,Crime,Talaash,NOT RATED,Aamir Khan,Farhan Akhtar,30/11/2012,7395080,2706375,140,7.3,32323,2012
Enrique Cerezo Producciones Cinematográficas S.A.,Italy,Dario Argento,Horror,Dracula 3D,NOT RATED,Thomas Kretschmann,Dario Argento,04/10/2013,0,8139,110,3.6,3321,2012
Focus Features,USA,Paul Weitz,Drama,Being Flynn,R,Paul Dano,Paul Weitz,19/04/2013,0,526322,100,6.4,14873,2012
Gold Circle Films,USA,David Brooks,Horror,ATM,R,Alice Eve,Chris Sparling,02/03/2012,3000000,2034,90,4.7,20140,2012
Participant Media,Chile,Pablo Larraín,Drama,No,R,Gael García Bernal,Pedro Peirano,09/11/2012,0,2343664,118,7.4,19935,2012
Chase Films,USA,David Chase,Drama,Not Fade Away,R,John Magaro,David Chase,19/07/2013,20000000,607327,100,6,3860,2012
Gilbert Films,USA,Michael Mohan,Comedy,Save the Date,R,Lizzy Caplan,Jeffrey Brown,08/11/2012,0,3755,97,5.8,6241,2012
Curbside Films,India,Gauri Shinde,Comedy,English Vinglish,NOT RATED,Sridevi,Gauri Shinde,05/10/2012,0,1670773,134,7.9,25931,2012
2929 Productions,USA,Tim Heidecker,Comedy,Tim and Eric's Billion Dollar Movie,R,Tim Heidecker,Tim Heidecker,27/01/2012,3000000,200803,93,5.3,8478,2012
Sobras International Pictures,USA,Nicolás López,Action,Aftershock,R,Eli Roth,Nicolás López,12/06/2014,2000000,40179,89,4.8,9333,2012
GMT Productions,France,Benoît Jacquot,Drama,"Farewell, My Queen",R,Léa Seydoux,Benoît Jacquot,21/03/2012,0,72100,100,6.3,6728,2012
Permut Presentations,USA,Brian Dannelly,Comedy,Struck by Lightning,NOT RATED,Chris Colfer,Chris Colfer,11/01/2013,0,22930,90,6.3,13513,2012
Nordisk Film,Denmark,Tobias Lindholm,Drama,A Hijacking,R,Pilou Asbæk,Tobias Lindholm,20/09/2012,0,413276,103,7.2,13530,2012
Daybreak Pictures,UK,Roger Michell,Biography,Hyde Park on Hudson,R,Bill Murray,Richard Nelson,01/02/2013,0,6367780,94,5.9,9985,2012
Cocktail Film,UK,Homi Adajania,Comedy,Cocktail,NOT RATED,Saif Ali Khan,Imtiaz Ali,13/07/2012,7980000,1027121,146,6.2,10931,2012
Opening Night Productions,USA,Yaron Zilberman,Drama,A Late Quartet,R,Philip Seymour Hoffman,Seth Grossman,23/11/2012,0,1561577,105,7.1,12008,2012
Red Granite Pictures,USA,Martin Scorsese,Biography,The Wolf of Wall Street,R,Leonardo DiCaprio,Terence Winter,25/12/2013,100000000,116900694,180,8.2,895552,2013
New Line Cinema,USA,James Wan,Horror,The Conjuring,R,Patrick Wilson,Chad Hayes,19/07/2013,20000000,137400141,112,7.5,342870,2013
Alcon Entertainment,USA,Denis Villeneuve,Crime,Prisoners,R,Hugh Jackman,Aaron Guzikowski,20/09/2013,46000000,61002302,153,8.1,449489,2013
Walt Disney Animation Studios,USA,Chris Buck,Animation,Frozen,PG,Kristen Bell,Jennifer Lee,27/11/2013,150000000,400738009,102,7.5,464149,2013
Summit Entertainment,USA,Louis Leterrier,Crime,Now You See Me,PG-13,Jesse Eisenberg,Ed Solomon,31/05/2013,75000000,117723989,115,7.3,505432,2013
Universal Pictures,Canada,Andy Muschietti,Horror,Mamá,PG-13,Jessica Chastain,Andy Muschietti,18/01/2013,20000000,71628180,100,6.2,146508,2013
Annapurna Pictures,USA,Spike Jonze,Drama,Her,R,Joaquin Phoenix,Spike Jonze,10/01/2014,23000000,25568251,126,8,404796,2013
Warner Bros.,USA,Zack Snyder,Action,Man of Steel,PG-13,Henry Cavill,David S. Goyer,14/06/2013,225000000,291045518,143,7.1,590734,2013
New Line Cinema,USA,Rawson Marshall Thurber,Comedy,We're the Millers,R,Jason Sudeikis,Bob Fisher,07/08/2013,37000000,150394119,110,7,342500,2013
Warner Bros.,Australia,Baz Luhrmann,Drama,El gran Gatsby,PG-13,Leonardo DiCaprio,Baz Luhrmann,10/05/2013,105000000,144840419,143,7.3,394723,2013
Quat'sous Films,France,Abdellatif Kechiche,Drama,Blue Is the Warmest Color,NC-17,Léa Seydoux,Abdellatif Kechiche,14/02/2014,0,2199675,180,7.8,107119,2013
Zentropa Entertainments,Denmark,Lars von Trier,Drama,Ninfomanía: primera parte,NOT RATED,Charlotte Gainsbourg,Lars von Trier,06/03/2014,0,785669,117,7,93710,2013
Warner Bros.,USA,Guillermo del Toro,Action,Pacific Rim,PG-13,Idris Elba,Travis Beacham,12/07/2013,190000000,101802906,131,7,407588,2013
Pathé International,Canada,Denis Villeneuve,Mystery,Enemigos idénticos,R,Jake Gyllenhaal,José Saramago,06/02/2014,0,1007088,91,6.9,117920,2013
Color Force,USA,Francis Lawrence,Action,The Hunger Games: Catching Fire,PG-13,Jennifer Lawrence,Simon Beaufoy,22/11/2013,130000000,424668047,146,7.6,535963,2013
Columbia Pictures,USA,David O. Russell,Crime,American Hustle,R,Christian Bale,Eric Warren Singer,20/12/2013,40000000,150117807,138,7.3,386428,2013
Warner Bros.,UK,Alfonso Cuarón,Drama,Gravity,PG-13,Sandra Bullock,Alfonso Cuarón,04/10/2013,100000000,274092705,91,7.8,638007,2013
Regency Enterprises,USA,Steve McQueen,Biography,12 Years a Slave,R,Chiwetel Ejiofor,John Ridley,08/11/2013,20000000,56671993,134,8.1,503763,2013
Paramount Pictures,USA,J.J. Abrams,Action,Star Trek Into Darkness,PG-13,Chris Pine,Roberto Orci,16/05/2013,190000000,228778661,132,7.8,423966,2013
Marvel Studios,China,Shane Black,Action,Iron Man 3,PG-13,Robert Downey Jr.,Drew Pearce,03/05/2013,200000000,409013994,130,7.2,605330,2013
Millennium Films,USA,Antoine Fuqua,Action,Olympus Has Fallen,R,Gerard Butler,Creighton Rothenberger,22/03/2013,70000000,98925640,119,6.5,218879,2013
Universal Pictures,USA,Joseph Kosinski,Action,Oblivion,PG-13,Tom Cruise,Karl Gajdusek,19/04/2013,120000000,89021735,124,7,418811,2013
Truth Entertainment (II),USA,Jean-Marc Vallée,Biography,Dallas Buyers Club,R,Matthew McConaughey,Craig Borten,22/11/2013,5000000,27298285,117,8,362192,2013
Translux,UK,Richard Curtis,Comedy,About Time,R,Domhnall Gleeson,Richard Curtis,08/11/2013,12000000,15322921,123,7.8,228554,2013
Paramount Pictures,USA,Marc Forster,Action,World War Z,PG-13,Brad Pitt,Matthew Michael Carnahan,21/06/2013,190000000,202359711,116,7,507319,2013
Warner Bros.,USA,Ruben Fleischer,Action,Gangster Squad,R,Sean Penn,Will Beall,11/01/2013,60000000,46000903,113,6.7,184266,2013
Film 44,USA,Peter Berg,Action,Lone Survivor,R,Mark Wahlberg,Peter Berg,10/01/2014,40000000,125095601,121,7.5,224829,2013
Metro-Goldwyn-Mayer (MGM),USA,Kimberly Peirce,Drama,Carrie,R,Chloë Grace Moretz,Lawrence D. Cohen,18/10/2013,30000000,35266619,100,5.9,115826,2013
Marvel Studios,USA,Alan Taylor,Action,Thor: The Dark World,PG-13,Chris Hemsworth,Christopher Yost,08/11/2013,170000000,206362140,112,7,456007,2013
Exclusive Media Group,UK,Ron Howard,Action,Rush,R,Daniel Brühl,Peter Morgan,27/09/2013,38000000,26947624,123,8.1,349811,2013
Columbia Pictures,USA,Evan Goldberg,Comedy,This Is the End,R,James Franco,Seth Rogen,12/06/2013,32000000,101470202,107,6.6,334845,2013
SnowPiercer,South Korea,Joon-ho Bong,Action,El expreso del miedo,R,Chris Evans,Joon-ho Bong,11/07/2014,39200000,4563650,126,7,207368,2013
Universal Pictures,France,James DeMonaco,Horror,La noche de la expiación,R,Ethan Hawke,James DeMonaco,07/06/2013,3000000,64473115,85,5.7,159252,2013
Universal Pictures,USA,Justin Lin,Action,Fast & Furious 6,PG-13,Vin Diesel,Chris Morgan,24/05/2013,160000000,238679850,130,7.1,324918,2013
Worldview Entertainment,USA,Eli Roth,Adventure,The Green Inferno,R,Lorenza Izzo,Guillermo Amoedo,25/09/2015,6000000,7192291,100,5.3,28341,2013
Columbia Pictures,USA,Dennis Dugan,Comedy,Grown Ups 2,PG-13,Adam Sandler,Fred Wolf,12/07/2013,80000000,133668525,101,5.4,117428,2013
Universal Pictures,USA,Jeff Wadlow,Action,Kick-Ass 2,R,Aaron Taylor-Johnson,Jeff Wadlow,16/08/2013,28000000,28795985,103,6.6,219877,2013
Metro-Goldwyn-Mayer (MGM),USA,Peter Jackson,Adventure,The Hobbit: The Desolation of Smaug,PG-13,Ian McKellen,Fran Walsh,13/12/2013,225000000,258366855,161,7.9,524571,2013
Alcon Entertainment,USA,Richard LaGravenese,Drama,Beautiful Creatures,PG-13,Alice Englert,Richard LaGravenese,14/02/2013,60000000,19452138,124,6.2,73570,2013
Fox 2000 Pictures,UK,Ridley Scott,Crime,The Counsellor,R,Michael Fassbender,Cormac McCarthy,25/10/2013,25000000,16973715,117,5.3,86494,2013
TriStar Pictures,USA,Fede Alvarez,Fantasy,Evil Dead,R,Jane Levy,Fede Alvarez,05/04/2013,17000000,54239856,91,6.5,135944,2013
Twentieth Century Fox Film Corporation,USA,Ben Stiller,Adventure,The Secret Life of Walter Mitty,PG,Ben Stiller,Steve Conrad,25/12/2013,90000000,58236838,114,7.3,255109,2013
TriStar Pictures,USA,Neill Blomkamp,Action,Elysium,R,Matt Damon,Neill Blomkamp,09/08/2013,115000000,93050117,109,6.6,366674,2013
Universal Pictures,UK,Edgar Wright,Action,The World's End,R,Simon Pegg,Simon Pegg,23/08/2013,20000000,26004851,109,7,207634,2013
Twentieth Century Fox Film Corporation,USA,Paul Feig,Action,The Heat,R,Sandra Bullock,Katie Dippold,28/06/2013,43000000,159582188,117,6.6,142704,2013
EuropaCorp,USA,Luc Besson,Comedy,The Family,R,Robert De Niro,Luc Besson,13/09/2013,30000000,36918811,111,6.3,95229,2013
Film4,UK,Jonathan Glazer,Drama,Under the Skin,R,Scarlett Johansson,Walter Campbell,14/03/2014,13300000,2605039,108,6.3,98496,2013
Universal Pictures,USA,Pierre Coffin,Animation,Despicable Me 2,PG,Steve Carell,Cinco Paul,03/07/2013,76000000,368061265,98,7.4,314045,2013
Voltage Pictures,USA,Joseph Gordon-Levitt,Comedy,Don Jon,R,Joseph Gordon-Levitt,Joseph Gordon-Levitt,27/09/2013,3000000,24477704,90,6.6,203473,2013
Constantin Film,USA,Harald Zwart,Action,The Mortal Instruments: City of Bones,PG-13,Lily Collins,Jessica Postigo,21/08/2013,60000000,31165421,130,5.9,114481,2013
Good Universe,USA,Spike Lee,Action,Old Boy,R,Josh Brolin,Garon Tsuchiya,27/11/2013,30000000,2162593,104,5.8,56204,2013
Paramount Pictures,Germany,Tommy Wirkola,Action,Hansel y Gretel: Cazadores de brujas,R,Jeremy Renner,Tommy Wirkola,25/01/2013,50000000,55703475,88,6.1,170882,2013
Relativity Media,USA,Lasse Hallström,Drama,Safe Haven,PG-13,Julianne Hough,Dana Stevens,14/02/2013,28000000,71349120,115,6.7,87269,2013
Paramount Pictures,USA,Jon M. Chu,Action,G.I. Joe: Retaliation,PG-13,Dwayne Johnson,Rhett Reese,28/03/2013,130000000,122523060,110,5.8,154740,2013
Relativity Media,USA,Elizabeth Banks,Comedy,Movie 43,R,Emma Stone,Rocky Russo,25/01/2013,6000000,8828771,94,4.3,85609,2013
Zentropa Entertainments,Denmark,Lars von Trier,Drama,Ninfomanía: segunda parte,NOT RATED,Charlotte Gainsbourg,Lars von Trier,20/03/2014,0,326983,123,6.7,68336,2013
Summit Entertainment,USA,Mikael Håfström,Action,Escape Plan,R,Sylvester Stallone,Miles Chapman,18/10/2013,50000000,25132228,115,6.7,192466,2013
OddLot Entertainment,USA,Gavin Hood,Action,Ender's Game,PG-13,Harrison Ford,Gavin Hood,01/11/2013,110000000,61737191,114,6.7,197592,2013
Appian Way,UK,Scott Cooper,Crime,Out of the Furnace,R,Christian Bale,Brad Ingelsby,06/12/2013,22000000,11326836,116,6.8,90855,2013
Relativity Media,USA,Mike Flanagan,Horror,Oculus,R,Karen Gillan,Mike Flanagan,11/04/2014,5000000,27695246,104,6.5,95687,2013
Paramount Pictures,USA,Michael Bay,Action,Pain & Gain,R,Mark Wahlberg,Christopher Markus,26/04/2013,26000000,49875291,129,6.5,172482,2013
Fox Searchlight Pictures,UK,Chan-wook Park,Drama,Stoker,R,Mia Wasikowska,Wentworth Miller,05/04/2013,12000000,1702277,99,6.8,90922,2013
DreamWorks Animation,USA,Kirk De Micco,Animation,The Croods,PG,Nicolas Cage,Chris Sanders,22/03/2013,135000000,187168425,98,7.2,163313,2013
Di Bonaventura Pictures,USA,Jee-woon Kim,Action,The Last Stand,R,Arnold Schwarzenegger,Andrew Knauer,18/01/2013,45000000,12050299,107,6.4,120452,2013
Bellanova Films,USA,James Ward Byrkit,Mystery,Coherence,NOT RATED,Emily Baldoni,James Ward Byrkit,06/08/2014,50000,68877,89,7.2,71677,2013
Twentieth Century Fox Film Corporation,USA,James Mangold,Action,The Wolverine,PG-13,Hugh Jackman,Mark Bomback,26/07/2013,120000000,132556852,126,6.7,364907,2013
Summit Entertainment,USA,Jonathan Levine,Comedy,Warm Bodies,PG-13,Nicholas Hoult,Jonathan Levine,01/02/2013,35000000,66380662,98,6.9,196631,2013
Lionsgate,USA,John Luessenhop,Horror,Texas Chainsaw 3D,R,Alexandra Daddario,Adam Marcus,04/01/2013,20000000,34341945,92,4.8,38083,2013
Scott Rudin Productions,USA,Paul Greengrass,Biography,Captain Phillips,PG-13,Tom Hanks,Billy Ray,11/10/2013,55000000,107100855,134,7.8,354410,2013
Andrew Lauren Productions (ALP),USA,James Ponsoldt,Comedy,The Spectacular Now,R,Miles Teller,Scott Neustadter,13/09/2013,2500000,6851969,95,7.1,119642,2013
Green Hat Films,USA,Todd Phillips,Comedy,The Hangover Part III,R,Bradley Cooper,Todd Phillips,23/05/2013,103000000,112200072,100,5.9,245488,2013
Twentieth Century Fox Film Corporation,USA,Shawn Levy,Comedy,The Internship,PG-13,Vince Vaughn,Vince Vaughn,07/06/2013,58000000,44672764,119,6.3,169189,2013
Red Granite Pictures,USA,Alexandre Aja,Drama,Horns,R,Daniel Radcliffe,Keith Bunin,03/10/2014,0,164480,120,6.5,63156,2013
Walt Disney Pictures,USA,Gore Verbinski,Action,The Lone Ranger,PG-13,Johnny Depp,Justin Haythe,03/07/2013,215000000,89302115,150,6.5,194951,2013
Walt Disney Pictures,USA,Sam Raimi,Adventure,Oz the Great and Powerful,PG,James Franco,Mitchell Kapner,08/03/2013,215000000,234911825,130,6.3,183680,2013
Gaumont,Australia,Anne Fontaine,Drama,Adore,R,Naomi Watts,Anne Fontaine,25/10/2013,16000000,317125,100,6.2,26214,2013
Walt Disney Pictures,USA,Dan Scanlon,Animation,Monsters University,G,Billy Crystal,Dan Scanlon,21/06/2013,200000000,268492764,104,7.3,258992,2013
Space Rocket Nation,Denmark,Nicolas Winding Refn,Crime,Sólo Dios perdona,R,Ryan Gosling,Nicolas Winding Refn,20/09/2013,4800000,778565,90,5.7,91897,2013
Columbia Pictures,USA,Roland Emmerich,Action,White House Down,PG-13,Channing Tatum,James Vanderbilt,28/06/2013,150000000,73103784,131,6.4,176922,2013
No Trace Camping,Ireland,Michael Dowse,Comedy,What If,PG-13,Daniel Radcliffe,Elan Mastai,15/08/2014,11000000,3452117,98,6.8,57422,2013
Paco Cinematografica,Italy,Giuseppe Tornatore,Crime,The Best Offer,R,Geoffrey Rush,Giuseppe Tornatore,01/01/2014,0,85433,131,7.8,81409,2013
FilmDistrict,USA,James Wan,Horror,Insidious: Chapter 2,PG-13,Patrick Wilson,Leigh Whannell,13/09/2013,5000000,83586447,106,6.6,123320,2013
Endgame Entertainment,USA,Steven Soderbergh,Crime,Side Effects,R,Rooney Mara,Scott Z. Burns,08/02/2013,30000000,32172757,106,7.1,157546,2013
Fox 2000 Pictures,USA,Thor Freudenthal,Adventure,Percy Jackson: Sea of Monsters,PG,Logan Lerman,Marc Guggenheim,07/08/2013,90000000,68559554,106,5.9,93908,2013
IM Global,UK,Steven Knight,Drama,Locke,R,Tom Hardy,Steven Knight,18/04/2014,0,1361423,85,7.1,104599,2013
Summit Entertainment,USA,Dean Parisot,Action,RED 2,PG-13,Bruce Willis,Jon Hoeber,19/07/2013,84000000,53262560,116,6.7,136471,2013
Exclusive Media Group,USA,John Carney,Comedy,Begin Again,R,Keira Knightley,John Carney,11/07/2014,8000000,16170632,104,7.4,115851,2013
Entertainment One,USA,David Twohy,Action,Riddick,R,Vin Diesel,David Twohy,06/09/2013,38000000,42025135,119,6.4,134609,2013
Chockstone Pictures,USA,Andrew Niccol,Action,The Host,PG-13,Saoirse Ronan,Andrew Niccol,29/03/2013,40000000,26627201,125,5.9,98678,2013
